GeneID,logFC
AT1G01010,1.9027085472752288
AT1G01020,-0.11121891658233397
AT1G01030,-0.0791691689151992
AT1G01040,0.12206263446182387
AT1G01050,0.07529627602308134
AT1G01060,-1.0732427811886593
AT1G01070,-0.3806666481325834
AT1G01080,-0.6652996431366408
AT1G01090,-0.4261786943802186
AT1G01100,-0.5136362068231904
AT1G01110,-1.6160885163864065
AT1G01120,-0.3469805892497477
AT1G01130,-0.887674640487795
AT1G01140,0.661149648006768
AT1G01150,-1.0851808119172806
AT1G01160,-0.057903420899464084
AT1G01170,-0.24437350433845256
AT1G01180,0.2907711297192188
AT1G01190,-1.1068353375981714
AT1G01200,-1.276423250159334
AT1G01210,-0.1029766215617819
AT1G01220,-0.25784920586656807
AT1G01225,-1.5523045973686298
AT1G01230,0.05276240088760058
AT1G01240,0.24139089456039725
AT1G01250,-1.7346117629374076
AT1G01260,-0.44137624665195313
AT1G01290,0.15786768401890997
AT1G01300,-0.15171269172825172
AT1G01320,-0.28730881140212106
AT1G01340,1.9829416158860276
AT1G01350,0.20688905492882792
AT1G01355,1.5215643688385792
AT1G01360,0.17682356080117145
AT1G01370,0.3928589381109212
AT1G01380,-0.7545764061701337
AT1G01390,0.5153754252800621
AT1G01420,0.10910722659470383
AT1G01430,-0.7287068343493827
AT1G01440,0.6972117855492276
AT1G01470,0.2287135132332873
AT1G01480,4.213065166348457
AT1G01490,0.2138753848417609
AT1G01500,0.18320024947694244
AT1G01510,-0.3066658487065923
AT1G01520,-0.38198782431610434
AT1G01530,3.4975267438974433
AT1G01540,-0.06875926280241113
AT1G01550,0.40687951020044677
AT1G01560,4.836805711350447
AT1G01570,-0.4526356194772689
AT1G01580,-0.6459647098131052
AT1G01590,-2.779224419631795
AT1G01600,-0.003066185021106226
AT1G01610,-0.16797599090342352
AT1G01620,-1.28344733282958
AT1G01630,0.037782910332793386
AT1G01640,0.028059531392033692
AT1G01650,0.30688857776492867
AT1G01660,-0.890479972925159
AT1G01670,-0.2967235455595895
AT1G01680,1.468638000375059
AT1G01690,-0.9288187390242515
AT1G01695,-0.629932727135584
AT1G01700,-0.6066323182798253
AT1G01710,-0.15395576531986505
AT1G01720,1.370784735400247
AT1G01725,-0.13180469155163405
AT1G01730,0.538084229674638
AT1G01740,-0.549581981930277
AT1G01750,-1.2600587934077754
AT1G01760,-0.22873229221399557
AT1G01770,-0.38813999341252803
AT1G01780,-1.116416582278352
AT1G01790,-0.14792706095048844
AT1G01800,0.5308939360777583
AT1G01810,0.618906348357467
AT1G01820,0.05574845072772475
AT1G01830,0.16435502291434223
AT1G01840,-2.239215758841973
AT1G01860,-0.6498225034889992
AT1G01880,-1.505736901412552
AT1G01900,-0.09211652307937064
AT1G01910,0.1294031323673501
AT1G01920,0.09510488310643267
AT1G01930,-0.05973325924317973
AT1G01940,0.20819889088522617
AT1G01950,0.04654783647446381
AT1G01960,0.21105304293726468
AT1G01970,-0.526478799588592
AT1G01980,-1.0851808119172806
AT1G01990,-0.3029142843800209
AT1G02000,-0.07391131700518279
AT1G02010,-0.32781438735671237
AT1G02020,0.06564534044110092
AT1G02030,-1.9646864434729054
AT1G02050,-0.02910641699059232
AT1G02060,0.039113073482701446
AT1G02065,-0.44114764284077157
AT1G02070,-2.5802387920012086
AT1G02080,0.07923753169489985
AT1G02090,0.2506740420576449
AT1G02100,0.35404986748811085
AT1G02110,-0.5243913232567561
AT1G02120,0.8244337419806826
AT1G02130,-0.14534852489222705
