GeneID,logFC
AT1G01010,0.02540044721130926
AT1G01020,0.2635290281174019
AT1G01030,0.23389908008209193
AT1G01040,-0.04539709980829579
AT1G01046,0.9272382707790364
AT1G01050,0.2670685616666001
AT1G01060,0.08988251460847393
AT1G01070,-0.35324381352469236
AT1G01080,-0.0883100865185284
AT1G01090,-0.061353055861404555
AT1G01100,0.25136785742475193
AT1G01110,0.044958220105888416
AT1G01120,-0.15700734148850296
AT1G01130,-0.09765020950924104
AT1G01140,0.08706961571719724
AT1G01150,-0.30944187208138063
AT1G01160,-0.07024104847214284
AT1G01170,0.17705528136395546
AT1G01180,-0.5249439221389106
AT1G01190,-0.5471628630646488
AT1G01200,0.007740131428875612
AT1G01210,0.08023344450447113
AT1G01220,0.0026906583830916086
AT1G01225,0.15096574682215386
AT1G01230,0.28269319876908405
AT1G01240,-0.1379326043456796
AT1G01250,0.30410981321753877
AT1G01260,-0.07593629561236687
AT1G01290,-0.18166504652031515
AT1G01300,0.016996897654406217
AT1G01305,0.5168991234751724
AT1G01310,-1.1820151295854084
AT1G01320,0.08206783030454208
AT1G01340,0.0652414327887118
AT1G01350,-0.07449196602266639
AT1G01355,-0.2704740414091623
AT1G01360,0.16158450848939976
AT1G01370,0.19681485377622795
AT1G01380,-0.31909253926445935
AT1G01390,-0.16529818539425434
AT1G01400,0.8586594135441582
AT1G01420,0.36084410228013747
AT1G01430,-0.18730024391716665
AT1G01440,-0.0979878365376266
AT1G01448,-0.07555863875946377
AT1G01450,-1.0649147385739668
AT1G01453,-0.18036998535707668
AT1G01460,-0.778556673142766
AT1G01470,0.06703858733385289
AT1G01480,-0.46216306441357063
AT1G01490,-0.04137611113633678
AT1G01500,0.09796319499073976
AT1G01510,0.06279455157781112
AT1G01520,-0.22357243373233437
AT1G01530,0.8586594135441586
AT1G01540,-0.157964274163385
AT1G01550,0.10326282025305138
AT1G01560,-0.05920360078120852
AT1G01570,-0.3256448497861831
AT1G01580,0.003485393195199065
AT1G01590,0.06481554667881155
AT1G01600,-0.18816706199981972
AT1G01610,-0.14829606916064322
AT1G01620,-0.0006915282548512008
AT1G01630,-0.08069367245415965
AT1G01640,-0.03742446677444427
AT1G01650,0.2295356546003625
AT1G01660,-0.16118579646430842
AT1G01670,-0.5496139517948906
AT1G01680,-0.48526656750824265
AT1G01690,0.03959281721542687
AT1G01695,-0.3045588736288304
AT1G01700,-0.3179228800035745
AT1G01710,-0.049144967926213194
AT1G01715,0.007946925746585681
AT1G01720,0.12458088938250982
AT1G01725,0.4325152085593964
AT1G01730,0.1717325809320359
AT1G01740,0.20104581970339008
AT1G01750,0.07484285159526925
AT1G01760,-0.11308373904035615
AT1G01770,0.014879644271205009
AT1G01780,-0.06661356047516988
AT1G01790,0.08202869811722698
AT1G01800,0.18587848920767133
AT1G01810,-0.08594338424259074
AT1G01820,0.13599195654421528
AT1G01830,0.16189103818847234
AT1G01840,0.21127493676215947
AT1G01860,0.11109132704557075
AT1G01870,-1.0649147385739668
AT1G01880,0.22737596554223924
AT1G01900,0.09434319197110522
AT1G01910,0.1505556331308012
AT1G01920,0.09912575530570213
AT1G01930,0.11065671115558916
AT1G01940,-0.03646320154932353
AT1G01950,-0.019309862445736122
AT1G01960,0.055878210330426024
AT1G01970,0.020495201317367845
AT1G01980,0.8586594135441582
AT1G01990,-0.009242789932927932
AT1G02000,-0.05931651349406862
AT1G02010,0.006088260606979085
AT1G02020,-0.052015121970153996
AT1G02030,-0.19396606208039224
AT1G02040,0.22281078392245626
AT1G02050,-0.030323962991466495
AT1G02060,-0.18818201725734157
AT1G02065,-0.6025401748842802
AT1G02070,0.851962289135384
AT1G02080,-0.0009061403498619268
AT1G02090,-0.018166552931655016
AT1G02100,-0.018018717736036135
AT1G02110,-0.02667824267266352
AT1G02120,0.013554875872073848
AT1G02130,-0.034816051795065556
AT1G02140,-0.10433313205459355
AT1G02145,-0.08171096880705189
AT1G02150,0.02485681462263425
AT1G02160,0.0673635755754747
AT1G02170,0.004326786553749553
AT1G02180,0.18289668763414338
AT1G02190,-0.28504300468624977
AT1G02205,-0.10910279956689775
AT1G02220,-0.11837448393808589
AT1G02230,-0.4735626340690341
AT1G02250,-1.4504526756946106
AT1G02260,0.07085169266818712
AT1G02270,-0.057791119806614916
AT1G02280,-0.02771899317173694
AT1G02290,-0.11017191805252717
AT1G02300,0.054068979448124256
AT1G02305,0.09324126749783354
AT1G02310,0.18317749893111146
AT1G02320,-1.0649147385739668
AT1G02330,-0.15881649910378096
AT1G02335,0.013533769199221057
AT1G02340,-0.4707632573451477
AT1G02350,-0.40140377882093303
AT1G02360,0.23236518050328234
AT1G02370,-0.051889759075858174
AT1G02380,-0.28445931687940773
AT1G02390,-0.2170577406643267
AT1G02400,0.3128089094065297
AT1G02405,0.41860141986289484
AT1G02410,-0.013795774315673368
AT1G02420,0.034272362247830354
AT1G02430,-0.09106657845023997
AT1G02440,0.32045856529542155
AT1G02450,-0.25887548314715264
AT1G02460,0.286276838079836
AT1G02470,-0.06687199636027763
AT1G02475,0.04744805764112724
AT1G02480,-1.9112333726122528
AT1G02490,0.35288285041155465
AT1G02500,0.02311637285291483
AT1G02510,0.8586594135441582
AT1G02520,-0.10447630342622484
AT1G02530,-0.7136935610838465
AT1G02550,-1.0649147385739668
AT1G02560,0.1423314839381411
AT1G02570,-0.25725501161127
AT1G02575,-0.47280004512025725
AT1G02580,-0.13314379692172734
AT1G02610,-0.29803094750355547
AT1G02620,-0.29209038677999216
AT1G02630,-0.0017482506500063639
AT1G02640,0.025392739155854323
AT1G02650,0.13274320623691374
AT1G02660,-0.16009652439121183
AT1G02670,-0.06879432086475479
AT1G02680,0.006292900955403206
AT1G02681,2.346956919327812
