GeneID,logFC
AT1G01010,-0.5477906630963663
AT1G01020,0.36042166220624156
AT1G01030,-0.10407895812074401
AT1G01040,-0.07004703551633444
AT1G01050,-0.42616864864205556
AT1G01060,-0.22300776180720638
AT1G01070,-0.07417038417774685
AT1G01080,0.06791969904491796
AT1G01090,0.22730609947981384
AT1G01100,0.7738217960027638
AT1G01110,0.5026083971551277
AT1G01120,0.31359663865054405
AT1G01130,0.3298888358528251
AT1G01140,-1.50257408092944
AT1G01150,-2.349872844143239
AT1G01160,0.21978345713648784
AT1G01170,-0.6111398838465272
AT1G01180,-1.2010935693138556
AT1G01183,0.23608147844983624
AT1G01190,-0.8220461085003974
AT1G01200,0.08182407845329537
AT1G01210,1.2495505312025383
AT1G01220,-0.659363466120768
AT1G01225,-0.44602221380897733
AT1G01230,-0.18970500796205475
AT1G01240,-1.6618451154799263
AT1G01250,-0.8511860719253121
AT1G01260,0.3992432761019588
AT1G01290,0.27255876273817675
AT1G01300,-0.1780384033911008
AT1G01310,0.03638333491587402
AT1G01320,0.08303321781957548
AT1G01340,-0.7229861165666376
AT1G01350,0.4221419068121343
AT1G01355,-0.855730285459288
AT1G01360,-1.541133309070179
AT1G01370,0.2847352311396271
AT1G01380,-1.2857859172174926
AT1G01390,-1.157103767974278
AT1G01420,-0.6498004296701861
AT1G01430,0.0851002750423329
AT1G01440,-0.441989710431143
AT1G01448,0.16280335350436564
AT1G01453,0.6584343416233197
AT1G01460,1.197865842452628
AT1G01470,-0.5262475555725922
AT1G01480,0.2194826103198131
AT1G01490,0.3021765540851957
AT1G01500,0.5312209922316715
AT1G01510,0.1426367235767109
AT1G01520,-1.3432408319309599
AT1G01530,0.8199835976905098
AT1G01540,0.23792955447775055
AT1G01550,0.08949133838739173
AT1G01560,0.4784008218871194
AT1G01570,-0.36630120705460095
AT1G01580,-1.3442775254473418
AT1G01590,1.0853340914875669
AT1G01600,0.1021483944148684
AT1G01610,0.0614678422423032
AT1G01620,-0.10933739575010865
AT1G01630,-0.1874007152889209
AT1G01640,-0.3820166192478941
AT1G01650,-0.8181054845361071
AT1G01660,0.28067109066285617
AT1G01670,-0.43173627472009296
AT1G01680,-0.9853745223180463
AT1G01690,-0.16947993438169373
AT1G01695,-0.6147137513178083
AT1G01700,-0.8827914710618658
AT1G01710,0.3631366198657375
AT1G01720,0.293885349265818
AT1G01725,-0.4479529547605679
AT1G01730,-0.48695516838546826
AT1G01740,0.32657168235561845
AT1G01750,-0.17152600815502111
AT1G01760,-0.22357034412824553
AT1G01770,-0.3902814446274422
AT1G01780,-0.460453473805146
AT1G01790,-0.6401958217960293
AT1G01800,-0.14661325725990773
AT1G01810,1.219324538973075
AT1G01820,-0.21663633594835718
AT1G01830,0.37864107297468025
AT1G01840,0.7890047550561321
AT1G01860,0.2402409968675059
AT1G01880,0.4636492579870687
AT1G01900,-0.18614007893451798
AT1G01910,0.0064808762285933725
AT1G01920,0.5852683180083152
AT1G01930,0.18519224410152735
AT1G01940,0.2791096487822009
AT1G01950,-0.04531930112113687
AT1G01960,-0.07975901136155726
AT1G01970,-0.07353191806874239
AT1G01980,2.34596907026847
AT1G01990,0.4564590133620462
AT1G02000,-0.12310695777579694
AT1G02010,-0.022201729972595077
AT1G02020,-0.16993813408235825
AT1G02030,5.1635762420732165
AT1G02040,10.52673817018644
AT1G02050,1.3957927442080824
AT1G02060,0.5407620839388884
AT1G02065,-0.4277947792201539
AT1G02070,0.3273089400155338
AT1G02074,1.1978658424526283
AT1G02080,-0.08684687638490042
AT1G02090,0.4407919056581171
AT1G02100,0.0128759658643661
AT1G02110,-0.02171535253529838
AT1G02120,-0.16406805848223982
AT1G02130,-0.34085378169046016
AT1G02140,0.4384849359570073
AT1G02145,-0.12607305616979325
AT1G02150,0.6642191499254846
AT1G02160,0.22134822665177503
AT1G02170,-0.3765139643904604
AT1G02180,-0.05097430715852485
AT1G02190,-0.2131931256914894
AT1G02205,0.4860957980312549
AT1G02220,-0.3107194682065198
AT1G02230,-0.07320477542846707
AT1G02250,-1.7060446027481455
AT1G02260,-0.16474608677331307
AT1G02270,0.21832537145245015
AT1G02280,0.644498655969862
AT1G02290,-0.2559211424143037
AT1G02300,-2.2782000195255034
AT1G02305,-0.8130608546901053
AT1G02310,-0.9673095467292776
AT1G02320,2.2482920516937126
AT1G02330,0.33305899559120566
AT1G02335,-0.27645795058525513
AT1G02340,-1.3313053817096183
AT1G02350,0.4236879296873782
AT1G02360,-1.1474477667489598
AT1G02370,0.9347783721395749
AT1G02380,0.24045140188895806
AT1G02390,-1.40188293143389
AT1G02400,-0.44526659680082753
AT1G02405,-0.4290240587635624
AT1G02410,-0.33840586225124386
AT1G02420,0.5489131879964406
AT1G02430,1.0026359416894552
AT1G02440,0.485904229043312
AT1G02450,-0.0017684252029074967
AT1G02460,-0.6703136462049513
AT1G02470,-1.3189225232810682
AT1G02475,-1.0912412047480793
AT1G02490,-0.7257083096654972
AT1G02500,-0.15394218262551937
AT1G02510,-0.7257083096654972
AT1G02520,0.25789349819579926
AT1G02530,0.26531183034555306
AT1G02560,-0.044070123476950294
AT1G02570,-0.7257083096654972
AT1G02580,0.3197675410506461
AT1G02610,-0.38666271522916573
AT1G02620,1.1643349644594596
AT1G02630,0.5146053630855318
AT1G02640,0.5363446300000989
AT1G02650,0.5302712948347936
AT1G02660,-0.9984554569377817
AT1G02670,0.12665362954173168
AT1G02680,0.16945762028487088
AT1G02690,0.7801962448078347
AT1G02700,0.3065279463840026
AT1G02710,0.1405966046332077
AT1G02720,0.37068863152070286
AT1G02730,0.062438473316191095
AT1G02740,0.7480630150194788
AT1G02750,0.3915365361065549
AT1G02770,0.6235136708031842
AT1G02780,0.38403397056130606
AT1G02800,0.1585282027033654
AT1G02810,0.4812604168854533
AT1G02813,0.8584891539925877
AT1G02816,0.497278022827035
AT1G02820,2.5395484601046627
AT1G02830,3.57709842113533
AT1G02840,0.470323324586105
AT1G02850,0.23154378870011086
AT1G02860,0.6205824406981947
AT1G02870,1.2316456452194484
AT1G02880,0.7669080609119354
AT1G02890,-0.28243519625653934
AT1G02900,-0.08465093825308466
AT1G02910,-0.214991060385117
AT1G02920,-0.5098078489087176
AT1G02930,-0.47916732627857855
AT1G02940,-0.7336662373339049
AT1G02950,0.2128172383624008
AT1G02960,-0.40330029145654006
AT1G02965,-0.7257083096654972
AT1G02970,-0.41633150499229615
AT1G02980,0.28556075468594766
AT1G02990,-0.27910617564914564
AT1G03000,-0.45096093779574675
AT1G03010,-1.3176137148534512
AT1G03020,0.2360818432449778
AT1G03030,-0.11555346061117977
AT1G03040,0.015309403588535666
AT1G03050,-0.0815118899704008
AT1G03055,0.9148112871227952
AT1G03060,-0.1872599311714915
AT1G03070,-0.5866614159195351
AT1G03080,0.7236494163226543
AT1G03090,-0.2640946457607204
AT1G03100,0.5177045664248564
AT1G03106,-0.6465728253194943
AT1G03110,1.363732811296041
AT1G03120,-1.1824262636243648
AT1G03130,-0.5416751383672995
AT1G03140,-0.1256692842819687
AT1G03150,0.05648335353547652
AT1G03160,-0.5135154273787795
AT1G03170,-0.3039614106483517
AT1G03180,-0.11084744599982192
AT1G03190,-0.07249362242879216
AT1G03200,-0.7576457923390393
AT1G03210,-0.32741464771800993
AT1G03220,2.7897346601856157
AT1G03230,1.8554305468189372
AT1G03240,-0.7257083096654972
AT1G03250,0.20659131808512807
AT1G03260,0.07963712217024708
AT1G03270,-0.3610145211341579
AT1G03280,-0.3026502200709832
AT1G03290,-0.5589563791524649
AT1G03300,1.0378129979588275
AT1G03310,-0.8862464135158178
AT1G03320,1.1978658424526283
AT1G03330,-0.0065330487053868735
AT1G03340,0.7046836836806032
AT1G03350,-0.03812047640654311
AT1G03360,2.3475349517228983
AT1G03365,0.06290384010907986
AT1G03370,-0.13055634104587624
AT1G03380,-1.5531360706258313
AT1G03390,-1.6950827146419838
AT1G03400,-0.17249276085560739
AT1G03410,0.12256527849889419
AT1G03430,-0.7001422433029943
AT1G03440,0.4026551538349408
AT1G03445,-0.5601533558761255
AT1G03457,0.331521434921652
AT1G03470,-0.6692939569685085
AT1G03475,0.22691643362780994
AT1G03490,0.2360806899638707
AT1G03495,0.3703592459088654
AT1G03502,3.280512725471376
AT1G03506,2.131914408464955
AT1G03510,0.5378032536549561
AT1G03520,-0.48671704679414785
AT1G03530,2.309633555345639
AT1G03540,0.7468849200513574
AT1G03550,0.21480729270108975
AT1G03560,0.6645032561828916
AT1G03590,-0.2531605399679474
AT1G03600,-0.01881178623985481
AT1G03610,0.1600095547405324
AT1G03620,-1.4887003937588952
AT1G03630,-0.534523463270533
AT1G03650,0.7535728000587741
AT1G03660,1.7038823320189382
AT1G03670,-0.26498277872029885
AT1G03680,-0.38103143525253924
AT1G03687,0.654753357871485
AT1G03700,-1.8667830901292493
AT1G03710,2.1148690684357656
AT1G03730,0.16486522492695854
AT1G03740,-0.7759864091503991
AT1G03743,1.1978658424526283
AT1G03746,0.23608086949276347
AT1G03750,-0.4764332224453138
AT1G03760,0.33482732585119
AT1G03770,0.0649863335739168
AT1G03780,-0.19427786625714222
AT1G03790,-0.8525781314218973
AT1G03800,0.35823683291229347
AT1G03810,1.1978658424526283
AT1G03820,-0.43337962043478306
AT1G03830,0.11158168679971148
AT1G03840,0.4889422818525784
AT1G03850,0.4958391119993827
AT1G03860,0.6555618677073195
AT1G03870,0.7167690238247513
AT1G03900,0.10158417644147168
AT1G03905,-0.4643375696740156
AT1G03910,0.38591956046287235
AT1G03920,-0.6028853701657935
AT1G03930,-0.3186819907920523
AT1G03935,2.7904266372700683
AT1G03940,0.022219463090093365
AT1G03950,-0.11322087557839049
AT1G03960,-0.17214088740690842
AT1G03970,-0.564815159239975
AT1G03980,1.5919691942505971
AT1G03990,-0.5173215544877353
AT1G04000,-0.07454577847677314
AT1G04010,-1.4530760373594709
AT1G04020,-0.666842187811157
AT1G04030,-0.11456079886560105
AT1G04040,0.3905616842810112
AT1G04050,0.02663405103401737
AT1G04070,1.0321278726788838
AT1G04080,0.3210443448979388
AT1G04090,-0.7186607442670707
AT1G04100,-0.6703856838611114
AT1G04110,0.019490661393189605
AT1G04120,-0.079585781002296
AT1G04130,0.1857330935751135
AT1G04140,0.10010448553016756
AT1G04150,1.346973978062117
AT1G04160,-0.34417074886691224
AT1G04170,1.1366629028880253
AT1G04180,-2.2881483703940857
AT1G04190,0.8374391514383873
AT1G04200,-0.5903479516848817
AT1G04210,0.8326704704512815
AT1G04220,-1.3666357752998057
AT1G04230,0.29929942723773895
AT1G04240,-0.2787461694233619
AT1G04250,-1.2091708130776562
AT1G04260,0.15674490500633637
AT1G04270,0.6585422132805705
AT1G04280,-0.06102371959530273
AT1G04290,-0.08973070814407817
AT1G04300,0.15200291432378174
AT1G04310,-0.8357421015025067
AT1G04330,-0.9795428784084506
AT1G04340,0.1591391500501141
AT1G04350,-0.6821982366439234
AT1G04360,0.323482561417693
AT1G04370,-0.8396556543729177
AT1G04380,0.7900207313766083
AT1G04390,-0.2920912238253855
AT1G04400,-0.59471111567062
AT1G04410,0.6332371675585101
AT1G04420,0.13368583026534203
AT1G04425,-0.29068948618241913
AT1G04430,0.2591097288068937
AT1G04440,0.03872781662946966
AT1G04445,2.1448675076671204
AT1G04480,1.0253585267820877
AT1G04490,-0.11859673763745196
AT1G04500,0.780529181633052
AT1G04510,0.8134384503401496
AT1G04520,0.6981238731725737
AT1G04530,-0.6448332349963919
AT1G04540,-0.4623951821618093
AT1G04550,-0.07959776891102228
AT1G04555,-0.3565076434015341
AT1G04560,1.1978658424526278
AT1G04570,-1.0757250737050505
AT1G04580,0.15263429514614646
AT1G04590,0.8183397351545333
AT1G04600,0.8784167346838855
AT1G04610,0.2665876687758797
AT1G04620,-0.09635816315475834
AT1G04625,3.0354303370547777
AT1G04630,0.1819734407624197
AT1G04635,1.7262108542959866
AT1G04640,-0.3359633830200856
AT1G04645,-1.234051590419494
AT1G04650,0.7233195052535031
AT1G04660,0.7022814291574633
AT1G04680,-0.2911948082346488
AT1G04690,-0.09326181147056115
AT1G04700,-0.9956552470488367
AT1G04710,-0.0025707965292583864
AT1G04730,0.46087218290908644
AT1G04750,-0.20224348558278485
AT1G04760,-0.6824383758720939
AT1G04770,1.3912551611503037
AT1G04778,-3.885140649090858
AT1G04780,0.11200221318123893
AT1G04790,0.015772797491683897
AT1G04800,0.3330038019153842
AT1G04810,-0.043943499110414286
AT1G04820,0.17205607234045833
AT1G04830,-0.16738925271470428
AT1G04840,-0.1585413838634431
AT1G04850,0.09324973526804096
AT1G04860,0.6901629765532165
AT1G04870,1.2665990933094327
AT1G04880,-0.3120429801880715
AT1G04900,0.5468319534038383
AT1G04910,-0.15673722195727985
AT1G04920,0.2882416727507867
AT1G04930,0.6272945970274666
AT1G04945,1.719796621284018
AT1G04950,-0.016495962136217124
AT1G04960,-0.18961239754535036
AT1G04970,-0.5849731649214941
AT1G04980,0.39385620202573146
AT1G04985,0.33066115605623536
AT1G04990,-0.5413308457105842
AT1G05000,0.21307191279090806
AT1G05010,-0.7238064232743394
AT1G05020,-0.09783080627103417
AT1G05030,-0.6080077877512282
AT1G05040,-1.6748612978339263
AT1G05055,0.5548855520822609
AT1G05060,-0.6807521459578542
AT1G05065,0.1531506382458861
AT1G05070,-0.2800198369630206
AT1G05080,0.9085585246343483
AT1G05090,-0.38234648664752685
AT1G05100,-0.0452769272002887
AT1G05120,-0.20787596347868478
AT1G05136,0.09031255917715923
AT1G05140,-0.06792592050777678
AT1G05150,-0.16707872803158402
AT1G05160,-0.09206585036307799
AT1G05170,-0.04637281791298916
AT1G05180,0.40634552790508527
AT1G05190,-0.24163954383810554
AT1G05200,-0.28762397731540934
AT1G05205,-0.03333601538616139
AT1G05210,-0.054044378796625187
AT1G05220,-1.1941690177073498
AT1G05230,0.0177004483267394
AT1G05240,-0.173760558988289
AT1G05250,0.07826741154171539
AT1G05260,-0.581319850921669
AT1G05270,-0.16973364354721956
AT1G05280,-0.7881858876467207
AT1G05300,-1.2958515588904642
AT1G05310,-1.5049517362743183
AT1G05320,-0.3563541295203842
AT1G05330,-1.6355915529327238
AT1G05340,-1.5560085088724014
AT1G05350,0.569150510402731
AT1G05360,-0.6240110106849047
AT1G05370,-0.020693871290551818
AT1G05380,0.3161485286978415
AT1G05385,0.2320576290858272
AT1G05400,0.867591688875934
AT1G05410,0.594816554535399
AT1G05420,0.3263840220174738
AT1G05430,-0.10989472269581747
AT1G05440,-0.0009184883735646614
AT1G05450,-1.1731147047303456
AT1G05460,-0.05654423929057004
AT1G05470,0.23352696204081244
AT1G05490,-0.43692778175148755
AT1G05500,-0.04200333191809563
AT1G05510,1.5616113315852003
AT1G05520,0.11956167360799448
AT1G05530,0.3230822245220966
AT1G05540,0.20014254194788256
AT1G05550,1.04158144034248
AT1G05560,2.3264069271228096
AT1G05562,-0.7358109938936543
AT1G05570,-0.3134379282186449
AT1G05575,2.7572370686559475
AT1G05577,0.1268353210256748
AT1G05590,-0.8426745031753895
AT1G05600,-0.09151167958941563
AT1G05610,-1.2402053315005415
AT1G05620,0.2543301552817476
AT1G05630,-0.5915289628705706
AT1G05640,-0.513147535045682
AT1G05650,-1.4510995938693645
AT1G05660,-0.7257083096654972
AT1G05670,1.2168735096568206
AT1G05675,2.299920891977171
AT1G05680,3.047978565733601
AT1G05690,-0.3745596893722614
AT1G05700,-1.3749251730883463
AT1G05710,-0.018269888551600562
AT1G05720,-0.16445357168472902
AT1G05730,1.2710245410063237
AT1G05740,2.6929652780990785
AT1G05750,0.2381867487308569
AT1G05770,-0.13401258781018804
AT1G05780,0.08782745786274017
AT1G05785,-0.46793634565544784
AT1G05790,-0.3901494281934234
AT1G05805,-0.8516600627262474
AT1G05810,-0.433065541195174
AT1G05820,-0.4666499324851973
AT1G05830,0.36196237199398645
AT1G05835,-0.0898397189416092
AT1G05840,-0.3563338529603779
AT1G05850,-0.249939858221746
AT1G05860,0.11415934104977529
AT1G05870,-0.393171332801674
AT1G05880,0.1557950984293283
AT1G05890,-0.1030085050012527
AT1G05894,-2.3064934754962425
AT1G05900,0.1912055843511315
AT1G05910,0.3439830144840835
AT1G05930,1.1978658424526278
AT1G05940,-0.3464114356243408
AT1G05950,-0.08342329077822143
AT1G05960,0.014266778160327039
AT1G05970,0.2879465129228541
AT1G05990,1.2638651761334037
AT1G06000,-0.25837229830026753
AT1G06010,0.360612773839432
AT1G06020,-1.3723961034251206
AT1G06030,-0.3613427756731662
AT1G06040,-0.1406326730972487
AT1G06050,0.2848096699393331
AT1G06060,-0.4146577465897824
AT1G06070,0.3764239738688758
AT1G06080,0.458118033207819
AT1G06090,0.6737987229623265
AT1G06100,-1.2495657662609883
AT1G06110,-0.517474806321894
AT1G06130,-0.04158572795304316
AT1G06135,0.711078084484282
AT1G06137,1.9337142198415207
AT1G06140,0.05842988983000033
AT1G06148,0.1085853139237493
AT1G06150,0.6015520160130994
AT1G06160,0.17482225871725235
AT1G06170,1.2478122066506343
AT1G06180,-0.17552285313129914
AT1G06190,0.1775657776727037
AT1G06200,0.28743583728021677
AT1G06210,-0.2729688247898856
AT1G06220,0.5874970159257852
AT1G06225,2.681316489659402
AT1G06230,0.1761919812562278
AT1G06240,-0.4502482565470257
AT1G06250,-0.361297249682071
AT1G06265,-0.033951574890893024
AT1G06270,0.3761602451782401
AT1G06290,-0.5224887433990252
AT1G06310,0.6458978159119276
AT1G06330,-0.31332486325090797
AT1G06340,1.7283646395750774
AT1G06350,0.9046003685756983
AT1G06360,1.1309078801036176
AT1G06380,1.773594501043775
AT1G06390,0.1544140737406718
AT1G06400,-0.18769009293162817
AT1G06410,0.17288516242321342
AT1G06420,-0.2998748919095918
AT1G06430,-0.5318977858483572
AT1G06440,0.4292619032991345
AT1G06450,1.242559819540715
AT1G06460,-0.9865136554847315
AT1G06470,0.14080633230872502
AT1G06475,0.5342495225208757
AT1G06490,0.4982456431477613
AT1G06500,-0.31009808265305916
AT1G06510,-0.18895430006710287
AT1G06515,0.12850761145213346
AT1G06520,-0.138237498622546
AT1G06530,0.8734562961229496
AT1G06540,-2.1921657321242933
AT1G06550,-0.06327080846053142
AT1G06560,0.36660549091320904
AT1G06570,-1.1424614158699637
AT1G06580,-0.06342569351874809
AT1G06590,-0.055413716265421596
AT1G06620,-0.38734299541616957
AT1G06630,-0.07476056169103279
AT1G06640,-0.27909503774200006
AT1G06645,-0.950718674130152
AT1G06650,-0.5920037399143048
AT1G06660,-0.1872345638333307
AT1G06670,1.2078213201103747
AT1G06680,-0.3535413223117994
AT1G06690,-0.4211562014979611
AT1G06700,0.11440789196180097
AT1G06710,0.8510409858723736
AT1G06720,1.652622211758947
AT1G06730,0.5378510330242642
AT1G06750,0.8106924616100509
AT1G06760,-0.6732944990884566
AT1G06770,0.49543156050079884
AT1G06780,0.028715403314016227
AT1G06790,1.4482139402666687
AT1G06800,0.06318669625057952
AT1G06810,-1.6455692585797486
AT1G06820,-0.25516382306627616
AT1G06830,-0.46681599591979867
AT1G06840,-0.23251769885424278
AT1G06850,0.01784956615613781
AT1G06860,-0.7257083096654972
AT1G06870,0.22795441781335418
AT1G06880,0.2360819244273931
AT1G06890,0.23693277985387906
AT1G06900,0.8470270329435273
AT1G06910,0.21881379926381167
AT1G06920,-2.1658817916750297
AT1G06930,-0.14826709961546147
AT1G06950,0.42490560325993265
AT1G06960,0.4101694613683981
AT1G06970,-0.12832191557935405
AT1G06980,0.19114287896509274
AT1G07000,-0.30345675161964936
AT1G07010,-0.46330708366710294
AT1G07020,-0.11638061883060724
AT1G07030,0.91746044516804
AT1G07040,-0.8362671961737327
AT1G07050,-1.4311024323991015
AT1G07051,-0.7257083096654972
AT1G07060,0.6134948405295411
AT1G07070,1.7589185552675541
AT1G07080,-0.17893012651916107
AT1G07090,0.2986989356501398
AT1G07110,-0.23808538297488055
AT1G07119,0.09637889117703027
AT1G07128,0.7442219917692475
AT1G07130,0.006108237792810839
AT1G07135,0.6187803616742273
AT1G07140,0.7701598132441341
AT1G07150,5.002224922015372
AT1G07160,1.8518845157574737
AT1G07170,0.12130158541061718
AT1G07175,1.1978658424526283
AT1G07180,-0.15730552819235585
AT1G07190,-1.535694075714557
AT1G07200,0.1341205294080429
AT1G07210,0.08998091430207854
AT1G07220,0.1843165807845151
AT1G07230,-0.7245966745134211
AT1G07240,-0.12081582975615927
AT1G07250,-0.29451739923161796
AT1G07260,-0.2812394852150634
AT1G07270,0.21786469105152623
AT1G07280,-0.8892829538459176
AT1G07290,-0.10025450237955691
AT1G07300,1.0670980460002844
AT1G07310,-0.5234746396814409
AT1G07320,0.025378254170717915
AT1G07330,-2.570801692762951
AT1G07350,0.1971615290584629
AT1G07360,0.4757732117555319
AT1G07370,0.4121481049509102
AT1G07380,-0.8488207591687182
AT1G07390,-0.5389186094013326
AT1G07400,1.6190600248865616
AT1G07410,0.5554699161107564
AT1G07420,0.3297211833378398
AT1G07430,-1.8308129450044606
AT1G07440,-0.6822630338946897
AT1G07450,-0.6031629640086781
AT1G07460,-0.7257083096654972
AT1G07470,-0.21878937251619895
AT1G07473,-0.06330535751231645
AT1G07476,1.4139279428263523
AT1G07480,-0.14085752041909003
AT1G07485,-0.7257083096654972
AT1G07500,-0.6136093950233823
AT1G07510,0.019948409493496213
AT1G07520,1.0246734807897377
AT1G07530,0.011351941793265388
AT1G07550,-0.7257083096654972
AT1G07560,-0.7086059734006922
AT1G07570,-0.5127686456261701
AT1G07580,0.23608147844983624
AT1G07590,0.31902988944919913
AT1G07610,3.95179967854352
AT1G07615,0.26095619399052095
AT1G07620,0.14534346336687523
AT1G07630,-0.11931875150004362
AT1G07640,0.7073137825446855
AT1G07650,-0.19418719575442422
AT1G07660,-0.1850877545564431
AT1G07670,0.06200940361931266
